X,LOWESS of Per2 Protein,LOWESS of Per2 Protein,LOWESS of Per2 Protein
47.4033449477352,6.35831976819824,1.92591884915969,8
47.6805574912892,6.5852164045409,1.97226045540345,8
47.9577700348432,6.81211304088357,2.02051382698311,8
48.2349825783972,7.03621025760534,2.06638983548378,8
48.5121951219512,7.24585500974675,2.09271024508243,8
48.7894076655052,7.45549976188817,2.12101549126763,8
49.0666202090592,7.66514451402958,2.15122722769202,8
49.3438327526132,7.86855874023391,2.17851674137467,8
49.6210452961673,8.02715296265811,2.17361636948087,8
49.8982578397213,8.18574718508231,2.17085761866768,8
50.1754703832753,8.34434140750651,2.17024865603153,8
50.4526829268293,8.49719098009771,2.16764297707178,8
50.7298954703833,8.5855786985721,2.12106348456866,8
51.0071080139373,8.6739664170465,2.07755539099251,8
51.2843205574913,8.76235413552089,2.03731548054371,8
51.5615331010453,8.84764197252213,1.99880198501773,8
51.8387456445993,8.86152015323083,1.92512976842263,8
52.1159581881533,8.87539833393952,1.85804662464732,8
52.3931707317073,8.88927651464822,1.79829009828777,8
52.6703832752613,8.90306251494001,1.74659282287747,8
52.9475958188153,8.85026911411441,1.69061955124308,8
53.2248083623693,8.7974757132888,1.64643078943929,8
53.5020209059233,8.7446823124632,1.61499415510771,8
53.7792334494774,8.6918889116376,1.59706286566951,8
54.0564459930314,8.58633827425049,1.58865942839155,8
54.3336585365854,8.47865582228282,1.59034797309978,8
54.6108710801394,8.37097337031515,1.60219893967855,8
54.8880836236934,8.26329091834749,1.62398986441135,8
55.1652961672474,8.11468890391396,1.63513286262549,8
55.4425087108014,7.96257407321307,1.64910298324118,8
55.7197212543554,7.81045924251217,1.66732825426579,8
55.9969337979094,7.65834441181128,1.68967098952781,8
56.2741463414634,7.47608161822994,1.68637749623364,8
56.5513588850174,7.28973570537167,1.68134887387099,8
56.8285714285714,7.10338979251339,1.67850881104766,8
57.1057839721254,6.91704387965512,1.6778684212701,8
57.3829965156794,6.72232604991828,1.65289129387828,8
57.6602090592335,6.52601947148712,1.62466833845349,8
57.9374216027875,6.32971289305597,1.59828807915165,8
58.2146341463415,6.13340631462481,1.57384317876137,8
58.4918466898955,5.95414551094333,1.53152870960406,8
58.7690592334495,5.77913878863098,1.4859976325548,8
59.0462717770035,5.60413206631863,1.44233185416315,8
59.3234843205575,5.42912534400627,1.40070583245276,8
59.6006968641115,5.28535214376773,1.34732560973969,8
59.8779094076655,5.15143917068958,1.29198496897746,8
60.1551219512195,5.01752619761143,1.23942161346358,8
60.4323344947735,4.88361322453328,1.19000362446146,8
60.7095470383275,4.77496820273934,1.13569569633644,8
60.9867595818815,4.67615769524827,1.0822516683089,8
61.2639721254355,4.57734718775721,1.03361500416764,8
61.5411846689896,4.47853668026614,0.990494131495151,8
61.8183972125436,4.39252631989647,0.945590616234703,8
62.0956097560976,4.31255028077933,0.902590974835319,8
62.3728222996516,4.23257424166219,0.865844966010801,8
62.6500348432056,4.15259820254505,0.836177448540287,8
62.9272473867596,4.07903465540029,0.803766295063644,8
63.2044599303136,4.00968732172735,0.769694688876821,8
63.4816724738676,3.94033998805441,0.740760721489329,8
63.7588850174216,3.87099265438147,0.717586130251242,8
64.0360975609756,3.81119209637994,0.687383064135609,8
64.3133101045296,3.75879881343061,0.650531959724839,8
64.5905226480836,3.70640553048127,0.61704153815692,8
64.8677351916376,3.65401224753193,0.587486820637973,8
65.1449477351916,3.61595806542807,0.551199694082682,8
65.4221602787457,3.59098831284572,0.509648276912243,8
65.6993728222997,3.56601856026336,0.474295770901985,8
65.9765853658537,3.541048807681,0.44661665795681,8
66.2537979094077,3.53437804286058,0.424000272365625,8
66.5310104529617,3.55038401407052,0.410177971723655,8
66.8082229965157,3.56638998528045,0.412831182887194,8
67.0854355400697,3.58239595649038,0.431656208337433,8
67.3626480836237,3.61708159140849,0.463037853360876,8
67.6398606271777,3.67905582876821,0.504209082846084,8
67.9170731707317,3.74103006612793,0.555114691176755,8
68.1942857142857,3.80300430348765,0.613335647954997,8
68.4714982578397,3.87968221504433,0.672460453432206,8
68.7487108013937,3.9818152000563,0.72794559997868,8
69.0259233449477,4.08394818506827,0.786767806877197,8
69.3031358885017,4.18608117008024,0.848233115163716,8
69.5803484320558,4.29642225339011,0.907182056183151,8
69.8575609756098,4.42373982384673,0.958537776727722,8
70.1347735191638,4.55105739430337,1.01168243801973,8
70.4119860627178,4.67837496476,1.06634860201107,8
70.6891986062718,4.80956103480675,1.11884957123817,8
70.9664111498258,4.95041920479657,1.16427615780544,8
71.2436236933798,5.09127737478639,1.21135612537148,8
71.5208362369338,5.23213554477622,1.25990413745741,8
71.7980487804878,5.37429159209205,1.30612310725332,8
72.0752613240418,5.52043696740991,1.34295711257277,8
72.3524738675958,5.66658234272776,1.38179035858287,8
72.6296864111498,5.81272771804563,1.42245911642109,8
72.9068989547038,5.95883380605888,1.46152112715278,8
73.1841114982578,6.10474696013203,1.48684756233478,8
73.4613240418118,6.25066011420516,1.51506597471902,8
73.7385365853659,6.3965732682783,1.54601801655259,8
74.0157491289199,6.54172765423219,1.57613868618092,8
74.2929616724739,6.68175702745083,1.58708296420924,8
74.5701742160279,6.82178640066947,1.60280514201891,8
74.8473867595819,6.9618157738881,1.62316638767359,8
75.1245993031359,7.09986083221405,1.64555048706025,8
75.4018118466899,7.21752871919151,1.64903776134659,8
75.6790243902439,7.33519660616898,1.66023349962878,8
75.9562369337979,7.45286449314644,1.67898350506851,8
76.2334494773519,7.56854987934788,1.70444359154808,8
76.5106620209059,7.64535565188462,1.72692057639387,8
76.7878745644599,7.72216142442138,1.75922560132603,8
77.0650871080139,7.79896719695812,1.80082982936605,8
77.342299651568,7.87356239990494,1.85160339625795,8
77.619512195122,7.90054581647141,1.92288916334303,8
77.896724738676,7.92752923303788,2.00457463479002,8
78.17393728223,7.95451264960436,2.09544394648449,8
78.451149825784,7.98132058113856,2.19448929146406,8
78.728362369338,7.96599615174282,2.33669796548909,8
79.005574912892,7.95067172234708,2.49230804692495,8
79.282787456446,7.93534729295134,2.65896771452544,8
79.56,7.92002286355561,2.83472875250633,8
