X,LOWESS of Per2 Protein,LOWESS of Per2 Protein,LOWESS of Per2 Protein
0,1.50730299535997,0.642412913969221,8
0.277212543554007,1.80015770377011,0.601391253455367,8
0.554425087108014,2.09301241218025,0.582516136179167,8
0.831637630662021,2.38586712059039,0.587924467566957,8
1.10885017421603,2.67872182900053,0.616977983154157,8
1.38606271777003,2.9561969532477,0.620019656383012,8
1.66327526132404,3.23302756899145,0.635258658014362,8
1.94048780487805,3.50985818473519,0.663580325553709,8
2.21770034843206,3.78668880047894,0.703406164275365,8
2.49491289198606,4.03066904753875,0.716784536725821,8
2.77212543554007,4.27177556087006,0.739553078866246,8
3.04933797909408,4.51288207420138,0.773918171659422,8
3.32655052264808,4.75398858753269,0.81842031498589,8
3.60376306620209,4.93520123768665,0.843561993529144,8
3.8809756097561,5.10819517591232,0.872854283100504,8
4.15818815331011,5.281189114138,0.909383959367452,8
4.43540069686411,5.45418305236367,0.952318536525805,8
4.71261324041812,5.56306331964423,0.973931187624797,8
4.98982578397213,5.65965097176455,0.994454286840872,8
5.26703832752613,5.75623862388487,1.01871236728172,8
5.54425087108014,5.85282627600519,1.04644571485475,8
5.82146341463415,5.89875386263504,1.05874574611248,8
6.09867595818815,5.9319287581408,1.06888243302588,8
6.37588850174216,5.96510365364656,1.08141890880208,8
6.65310104529617,5.99827854915232,1.09627284786287,8
6.93031358885017,5.98758037134465,1.10321896774502,8
7.20752613240418,5.96292654397406,1.10929106686473,8
7.48473867595819,5.93827271660348,1.11769844308318,8
7.7619512195122,5.91361888923289,1.12838889870755,8
8.0391637630662,5.85005262295556,1.13286299615844,8
8.31637630662021,5.77123725535719,1.13652442920497,8
8.59358885017422,5.69242188775882,1.14270542749535,8
8.87080139372822,5.61360652016045,1.15136541358857,8
9.14801393728223,5.50510627474338,1.15007714719571,8
9.42522648083624,5.38252276631374,1.14519410414826,8
9.70243902439024,5.25993925788409,1.14258743136225,8
9.97965156794425,5.13735574945444,1.14227271301341,8
10.2568641114983,4.99347969105162,1.12677767530011,8
10.5340766550523,4.83752275323138,1.10339300527936,8
10.8112891986063,4.68156581541115,1.0820855214919,8
11.0885017421603,4.52560887759092,1.06298014314646,8
11.3657142857143,4.3598958742868,1.02936735569439,8
11.6429268292683,4.18761865535014,0.986555641733702,8
11.9201393728223,4.01534143641347,0.946046575613774,8
12.1973519163763,3.84306421747681,0.908148346885641,8
12.4745644599303,3.67556996324131,0.86457883164382,8
12.7517770034843,3.51187102815551,0.81657564170016,8
13.0289895470383,3.34817209306972,0.771126762107911,8
13.3062020905923,3.18447315798393,0.728710278498665,8
13.5834146341463,3.0382118549901,0.689348666517899,8
13.8606271777003,2.90821889680512,0.651569149481851,8
14.1378397212544,2.77822593862013,0.615528713151938,8
14.4150522648084,2.64823298043515,0.581550775516581,8
14.6922648083624,2.54160989839011,0.554004180649269,8
14.9694773519164,2.46059763951215,0.531784648602755,8
15.2466898954704,2.37958538063419,0.50995992564319,8
15.5239024390244,2.29857312175623,0.488582922331743,8
15.8011149825784,2.24312016353176,0.475343037036882,8
16.0783275261324,2.2206089967134,0.472555981236239,8
16.3555400696864,2.19809782989505,0.470429895605597,8
16.6327526132404,2.17558666307669,0.468973769726508,8
16.9099651567944,2.17601964220981,0.479389601977107,8
17.1871777003484,2.2171346953949,0.512499962104379,8
17.4643902439024,2.25824974857999,0.548911385209429,8
17.7416027874564,2.29936480176508,0.588010955212912,8
18.0188153310105,2.36080571915208,0.643510213560123,8
18.2960278745645,2.46536234769627,0.732974738089735,8
18.5732404181185,2.56991897624046,0.826008869595101,8
18.8504529616725,2.67447560478465,0.921532122539623,8
19.1276655052265,2.79264831235627,1.02770382810282,8
19.4048780487805,2.94580499686379,1.15862400422234,8
19.6820905923345,3.09896168137132,1.29128487092701,8
19.9593031358885,3.25211836587884,1.4252004288771,8
20.2365156794425,3.41153607384741,1.5582180807976,8
20.5137282229965,3.5907863689658,1.68659525880769,8
20.7909407665505,3.77003666408418,1.81613356904084,8
21.0681533101045,3.94928695920257,1.94660121956653,8
21.3453658536585,4.12986046683747,2.06834774124312,8
21.6225783972125,4.31573598459995,2.15339442681596,8
21.8997909407666,4.50161150236243,2.239968841358,8
22.1770034843206,4.68748702012491,2.32790054279462,8
22.4542160278746,4.87323495150378,2.40691887781684,8
22.7314285714286,5.05831056598184,2.43433767048388,8
23.0086411149826,5.24338618045991,2.46388940643887,8
23.2858536585366,5.42846179493797,2.49549831177372,8
23.5630662020906,5.61271486106425,2.52177644070456,8
23.8402787456446,5.7908945907302,2.49642560442329,8
24.1174912891986,5.96907432039616,2.47381266445534,8
24.3947038327526,6.14725405006211,2.45401330845839,8
24.6719163763066,6.32406730327099,2.43255828784533,8
24.9491289198606,6.4849629523448,2.36151034997747,8
25.2263414634146,6.64585860141861,2.29424941953038,8
25.5035540069686,6.80675425049243,2.23111802055813,8
25.7807665505226,6.96633713154051,2.17028803818523,8
26.0579790940767,7.09343219028188,2.06112006033978,8
26.3351916376307,7.22052724902325,1.95952899102401,8
26.6124041811847,7.34762230776462,1.86675227581902,8
26.8896167247387,7.47471736650599,1.78416548587029,8
27.1668292682927,7.55355834381474,1.66704438134852,8
27.4440418118467,7.6323325124519,1.57074679969869,8
27.7212543554007,7.71110668108906,1.4993716693382,8
27.9984668989547,7.78988084972622,1.45658733055615,8
28.2756794425087,7.8226221662292,1.42340171258281,8
28.5528919860627,7.8533652041674,1.43236047332422,8
28.8301045296167,7.88410824210561,1.4838269961498,8
29.1073170731707,7.91485128004381,1.57363608317416,8
29.3845296167247,7.91824337962395,1.67128467054144,8
29.6617421602787,7.91919804445104,1.79314471504025,8
29.9389547038328,7.92015270927812,1.9364088035393,8
30.2161672473868,7.9211073741052,2.09669399437067,8
30.4933797909408,7.91068099065422,2.21109569306904,8
30.7705923344948,7.89867250299738,2.32637030480525,8
31.0478048780488,7.88666401534053,2.44934938666239,8
31.3250174216028,7.87465552768369,2.57893098637784,8
31.6022299651568,7.85364443663524,2.63611642307677,8
31.8794425087108,7.83088955549248,2.6824909778223,8
32.1566550522648,7.80813467434973,2.73288004269295,8
32.4338675958188,7.78537979320697,2.78706588385872,8
32.7110801393728,7.74282889598244,2.78033328359557,8
32.9882926829268,7.69525177623503,2.76053049305283,8
33.2655052264808,7.64767465648762,2.74407830944982,8
33.5427177700348,7.60009753674021,2.73103728715387,8
33.8199303135889,7.52887883104336,2.67675869523052,8
34.0971428571429,7.45008304609865,2.6112770407106,8
34.3743554006969,7.37128726115394,2.54908588476159,8
34.6515679442509,7.29249147620923,2.49043175094953,8
34.9287804878049,7.19407980740472,2.40406816407142,8
35.2059930313589,7.08792837443396,2.30894192509558,8
35.4832055749129,6.98177694146321,2.21786536739463,8
35.7604181184669,6.87562550849245,2.13135770361878,8
36.0376306620209,6.75882857556593,2.02803414740159,8
36.3148432055749,6.63694908360759,1.92011922262166,8
36.5920557491289,6.51506959164926,1.81913759233013,8
36.8692682926829,6.39319009969093,1.72630639090205,8
37.1464808362369,6.26617130635069,1.63314020922278,8
37.4236933797909,6.13621910327795,1.54435049890472,8
37.7009059233449,6.00626690020522,1.46710157854208,8
37.978118466899,5.87631469713248,1.4033006370199,8
38.255331010453,5.74535333523368,1.34935677275726,8
38.532543554007,5.61360013000298,1.30294964549509,8
38.809756097561,5.48184692477228,1.26812574337087,8
39.086968641115,5.35009371954158,1.24585676026515,8
39.364181184669,5.22184283458733,1.22490765766062,8
39.641393728223,5.09682342832216,1.20060540328858,8
39.918606271777,4.971804022057,1.18239785411542,8
40.195818815331,4.84678461579184,1.17056944383009,8
40.473031358885,4.73387533892727,1.15007674108906,8
40.750243902439,4.6340911839746,1.11762978336564,8
41.027456445993,4.53430702902193,1.0892914606075,8
41.304668989547,4.43452287406926,1.06538968028299,8
41.581881533101,4.35692319845305,1.03668428074806,8
41.8590940766551,4.30759636699976,1.00338974765018,8
42.1363066202091,4.25826953554647,0.979404924306959,8
42.4135191637631,4.20894270409318,0.965423926651797,8
42.6907317073171,4.18687709630333,0.959713810360713,8
42.9679442508711,4.20579768318429,0.965930733347624,8
43.2451567944251,4.22471827006525,0.988953761383748,8
43.5223693379791,4.24363885694621,1.02765396870047,8
43.7995818815331,4.2881864661726,1.07633735545659,8
44.0767944250871,4.37844665759529,1.13126828543212,8
44.3540069686411,4.46870684901798,1.19828141426421,8
44.6312195121951,4.55896704044067,1.27547377283532,8
44.9084320557491,4.67005814473796,1.35264162391544,8
45.1856445993031,4.82561807722857,1.41866283548852,8
45.4628571428571,4.98117800971917,1.49061134689246,8
45.7400696864112,5.13673794220978,1.56767126745798,8
46.0172822299652,5.30608911592477,1.64132500242588,8
46.2944947735192,5.51111844209489,1.69841141476166,8
46.5717073170732,5.71614776826502,1.75862922507948,8
46.8489198606272,5.92117709443514,1.82166792147231,8
47.1261324041812,6.13142313185557,1.88163026491152,8
